datetime_beginning_utc,datetime_beginning_ept,fuel_type,mw,fuel_percentage_of_total,is_renewable
4/5/2015 15:00,4/5/2015 11:00,Other,1000,1,FALSE
4/5/2015 16:00,4/5/2015 12:00,Other,1000,1,FALSE
4/5/2015 17:00,4/5/2015 13:00,Other,1000,1,FALSE
4/5/2015 18:00,4/5/2015 14:00,Other,1000,1,FALSE
4/5/2015 19:00,4/5/2015 15:00,Other,1000,1,FALSE
4/5/2015 20:00,4/5/2015 16:00,Other,1000,1,FALSE
4/5/2015 21:00,4/5/2015 17:00,Other,1000,1,FALSE
4/5/2015 22:00,4/5/2015 18:00,Other,1000,1,FALSE
4/5/2015 23:00,4/5/2015 19:00,Other,1000,1,FALSE
4/6/2015 0:00,4/5/2015 20:00,Other,1000,1,FALSE
4/6/2015 1:00,4/5/2015 21:00,Other,1000,1,FALSE
4/6/2015 2:00,4/5/2015 22:00,Other,1000,1,FALSE
4/6/2015 3:00,4/5/2015 23:00,Other,1000,1,FALSE
4/6/2015 4:00,4/6/2015 0:00,Other,1000,1,FALSE
4/6/2015 5:00,4/6/2015 1:00,Other,1000,1,FALSE
4/6/2015 6:00,4/6/2015 2:00,Other,1000,1,FALSE
4/6/2015 7:00,4/6/2015 3:00,Other,1000,1,FALSE
4/6/2015 8:00,4/6/2015 4:00,Other,1000,1,FALSE
4/6/2015 9:00,4/6/2015 5:00,Other,1000,1,FALSE
4/6/2015 10:00,4/6/2015 6:00,Other,1000,1,FALSE
4/6/2015 11:00,4/6/2015 7:00,Other,1000,1,FALSE
4/6/2015 12:00,4/6/2015 8:00,Other,1000,1,FALSE
4/6/2015 13:00,4/6/2015 9:00,Other,1000,1,FALSE
4/6/2015 14:00,4/6/2015 10:00,Other,1000,1,FALSE
4/6/2015 15:00,4/6/2015 11:00,Other,1000,1,FALSE
4/6/2015 16:00,4/6/2015 12:00,Other,1000,1,FALSE
4/6/2015 17:00,4/6/2015 13:00,Other,1000,1,FALSE
4/6/2015 18:00,4/6/2015 14:00,Other,1000,1,FALSE
4/6/2015 19:00,4/6/2015 15:00,Other,1000,1,FALSE
4/6/2015 20:00,4/6/2015 16:00,Other,1000,1,FALSE
4/6/2015 21:00,4/6/2015 17:00,Other,1000,1,FALSE
4/6/2015 22:00,4/6/2015 18:00,Other,1000,1,FALSE
4/6/2015 23:00,4/6/2015 19:00,Other,1000,1,FALSE
4/7/2015 0:00,4/6/2015 20:00,Other,1000,1,FALSE
4/7/2015 1:00,4/6/2015 21:00,Other,1000,1,FALSE
4/7/2015 2:00,4/6/2015 22:00,Other,1000,1,FALSE
4/7/2015 3:00,4/6/2015 23:00,Other,1000,1,FALSE
4/7/2015 4:00,4/7/2015 0:00,Other,1000,1,FALSE
4/7/2015 5:00,4/7/2015 1:00,Other,1000,1,FALSE
4/7/2015 6:00,4/7/2015 2:00,Other,1000,1,FALSE
4/7/2015 7:00,4/7/2015 3:00,Other,1000,1,FALSE
4/7/2015 8:00,4/7/2015 4:00,Other,1000,1,FALSE
4/7/2015 9:00,4/7/2015 5:00,Other,1000,1,FALSE
4/7/2015 10:00,4/7/2015 6:00,Other,1000,1,FALSE
4/7/2015 11:00,4/7/2015 7:00,Other,1000,1,FALSE
4/7/2015 12:00,4/7/2015 8:00,Other,1000,1,FALSE
4/7/2015 13:00,4/7/2015 9:00,Other,1000,1,FALSE
4/7/2015 14:00,4/7/2015 10:00,Other,1000,1,FALSE
4/7/2015 15:00,4/7/2015 11:00,Other,1000,1,FALSE
4/7/2015 16:00,4/7/2015 12:00,Other,1000,1,FALSE
4/7/2015 17:00,4/7/2015 13:00,Other,1000,1,FALSE
4/7/2015 18:00,4/7/2015 14:00,Other,1000,1,FALSE
4/7/2015 19:00,4/7/2015 15:00,Other,1000,1,FALSE
4/7/2015 20:00,4/7/2015 16:00,Other,1000,1,FALSE
4/7/2015 21:00,4/7/2015 17:00,Other,1000,1,FALSE
4/7/2015 22:00,4/7/2015 18:00,Other,1000,1,FALSE
4/7/2015 23:00,4/7/2015 19:00,Other,1000,1,FALSE
4/8/2015 0:00,4/7/2015 20:00,Other,1000,1,FALSE
4/8/2015 1:00,4/7/2015 21:00,Other,1000,1,FALSE
4/8/2015 2:00,4/7/2015 22:00,Other,1000,1,FALSE
4/8/2015 3:00,4/7/2015 23:00,Other,1000,1,FALSE
4/8/2015 4:00,4/8/2015 0:00,Other,1000,1,FALSE
4/8/2015 5:00,4/8/2015 1:00,Other,1000,1,FALSE
4/8/2015 6:00,4/8/2015 2:00,Other,1000,1,FALSE
4/8/2015 7:00,4/8/2015 3:00,Other,1000,1,FALSE
4/8/2015 8:00,4/8/2015 4:00,Other,1000,1,FALSE
4/8/2015 9:00,4/8/2015 5:00,Other,1000,1,FALSE
4/8/2015 10:00,4/8/2015 6:00,Other,1000,1,FALSE
4/8/2015 11:00,4/8/2015 7:00,Other,1000,1,FALSE
4/8/2015 12:00,4/8/2015 8:00,Other,1000,1,FALSE
4/8/2015 13:00,4/8/2015 9:00,Other,1000,1,FALSE
4/8/2015 14:00,4/8/2015 10:00,Other,1000,1,FALSE
4/8/2015 15:00,4/8/2015 11:00,Other,1000,1,FALSE
4/8/2015 16:00,4/8/2015 12:00,Other,1000,1,FALSE
4/8/2015 17:00,4/8/2015 13:00,Other,1000,1,FALSE
4/8/2015 18:00,4/8/2015 14:00,Other,1000,1,FALSE
4/8/2015 19:00,4/8/2015 15:00,Other,1000,1,FALSE
4/8/2015 20:00,4/8/2015 16:00,Other,1000,1,FALSE
4/8/2015 21:00,4/8/2015 17:00,Other,1000,1,FALSE
4/8/2015 22:00,4/8/2015 18:00,Other,1000,1,FALSE
4/8/2015 23:00,4/8/2015 19:00,Other,1000,1,FALSE
4/9/2015 0:00,4/8/2015 20:00,Other,1000,1,FALSE
4/9/2015 1:00,4/8/2015 21:00,Other,1000,1,FALSE
4/9/2015 2:00,4/8/2015 22:00,Other,1000,1,FALSE
4/9/2015 3:00,4/8/2015 23:00,Other,1000,1,FALSE
4/9/2015 4:00,4/9/2015 0:00,Other,1000,1,FALSE
4/9/2015 5:00,4/9/2015 1:00,Other,1000,1,FALSE
4/9/2015 6:00,4/9/2015 2:00,Other,1000,1,FALSE
4/9/2015 7:00,4/9/2015 3:00,Other,1000,1,FALSE
4/9/2015 8:00,4/9/2015 4:00,Other,1000,1,FALSE
4/9/2015 9:00,4/9/2015 5:00,Other,1000,1,FALSE
4/9/2015 10:00,4/9/2015 6:00,Other,1000,1,FALSE
4/9/2015 11:00,4/9/2015 7:00,Other,1000,1,FALSE
4/9/2015 12:00,4/9/2015 8:00,Other,1000,1,FALSE
4/9/2015 13:00,4/9/2015 9:00,Other,1000,1,FALSE
4/9/2015 14:00,4/9/2015 10:00,Other,1000,1,FALSE
4/9/2015 15:00,4/9/2015 11:00,Other,1000,1,FALSE
4/9/2015 16:00,4/9/2015 12:00,Other,1000,1,FALSE
4/9/2015 17:00,4/9/2015 13:00,Other,1000,1,FALSE
4/9/2015 18:00,4/9/2015 14:00,Other,1000,1,FALSE
4/9/2015 19:00,4/9/2015 15:00,Other,1000,1,FALSE
4/9/2015 20:00,4/9/2015 16:00,Other,1000,1,FALSE
4/9/2015 21:00,4/9/2015 17:00,Other,1000,1,FALSE
4/9/2015 22:00,4/9/2015 18:00,Other,1000,1,FALSE
4/9/2015 23:00,4/9/2015 19:00,Other,1000,1,FALSE
4/10/2015 0:00,4/9/2015 20:00,Other,1000,1,FALSE
4/10/2015 1:00,4/9/2015 21:00,Other,1000,1,FALSE
4/10/2015 2:00,4/9/2015 22:00,Other,1000,1,FALSE
4/10/2015 3:00,4/9/2015 23:00,Other,1000,1,FALSE
4/10/2015 4:00,4/10/2015 0:00,Other,1000,1,FALSE
4/10/2015 5:00,4/10/2015 1:00,Other,1000,1,FALSE
4/10/2015 6:00,4/10/2015 2:00,Other,1000,1,FALSE
4/10/2015 7:00,4/10/2015 3:00,Other,1000,1,FALSE
4/10/2015 8:00,4/10/2015 4:00,Other,1000,1,FALSE
4/10/2015 9:00,4/10/2015 5:00,Other,1000,1,FALSE
4/10/2015 10:00,4/10/2015 6:00,Other,1000,1,FALSE
4/10/2015 11:00,4/10/2015 7:00,Other,1000,1,FALSE
4/10/2015 12:00,4/10/2015 8:00,Other,1000,1,FALSE
4/10/2015 13:00,4/10/2015 9:00,Other,1000,1,FALSE
4/10/2015 14:00,4/10/2015 10:00,Other,1000,1,FALSE
4/10/2015 15:00,4/10/2015 11:00,Other,1000,1,FALSE
4/10/2015 16:00,4/10/2015 12:00,Other,1000,1,FALSE
4/10/2015 17:00,4/10/2015 13:00,Other,1000,1,FALSE
4/10/2015 18:00,4/10/2015 14:00,Other,1000,1,FALSE
4/10/2015 19:00,4/10/2015 15:00,Other,1000,1,FALSE
4/10/2015 20:00,4/10/2015 16:00,Other,1000,1,FALSE
4/10/2015 21:00,4/10/2015 17:00,Other,1000,1,FALSE
4/10/2015 22:00,4/10/2015 18:00,Other,1000,1,FALSE
4/10/2015 23:00,4/10/2015 19:00,Other,1000,1,FALSE
4/11/2015 0:00,4/10/2015 20:00,Other,1000,1,FALSE
4/11/2015 1:00,4/10/2015 21:00,Other,1000,1,FALSE
4/11/2015 2:00,4/10/2015 22:00,Other,1000,1,FALSE
4/11/2015 3:00,4/10/2015 23:00,Other,1000,1,FALSE
4/11/2015 4:00,4/11/2015 0:00,Other,1000,1,FALSE
4/11/2015 5:00,4/11/2015 1:00,Other,1000,1,FALSE
4/11/2015 6:00,4/11/2015 2:00,Other,1000,1,FALSE
4/11/2015 7:00,4/11/2015 3:00,Other,1000,1,FALSE
4/11/2015 8:00,4/11/2015 4:00,Other,1000,1,FALSE
4/11/2015 9:00,4/11/2015 5:00,Other,1000,1,FALSE
4/11/2015 10:00,4/11/2015 6:00,Other,1000,1,FALSE
4/11/2015 11:00,4/11/2015 7:00,Other,1000,1,FALSE
4/11/2015 12:00,4/11/2015 8:00,Other,1000,1,FALSE
4/11/2015 13:00,4/11/2015 9:00,Other,1000,1,FALSE
4/11/2015 14:00,4/11/2015 10:00,Other,1000,1,FALSE
4/11/2015 15:00,4/11/2015 11:00,Other,1000,1,FALSE
4/11/2015 16:00,4/11/2015 12:00,Other,1000,1,FALSE
4/11/2015 17:00,4/11/2015 13:00,Other,1000,1,FALSE
4/11/2015 18:00,4/11/2015 14:00,Other,1000,1,FALSE
4/11/2015 19:00,4/11/2015 15:00,Other,1000,1,FALSE
4/11/2015 20:00,4/11/2015 16:00,Other,1000,1,FALSE
4/11/2015 21:00,4/11/2015 17:00,Other,1000,1,FALSE
4/11/2015 22:00,4/11/2015 18:00,Other,1000,1,FALSE
4/11/2015 23:00,4/11/2015 19:00,Other,1000,1,FALSE
4/12/2015 0:00,4/11/2015 20:00,Other,1000,1,FALSE
4/12/2015 1:00,4/11/2015 21:00,Other,1000,1,FALSE
4/12/2015 2:00,4/11/2015 22:00,Other,1000,1,FALSE
4/12/2015 3:00,4/11/2015 23:00,Other,1000,1,FALSE
4/12/2015 4:00,4/12/2015 0:00,Other,1000,1,FALSE
4/12/2015 5:00,4/12/2015 1:00,Other,1000,1,FALSE
4/12/2015 6:00,4/12/2015 2:00,Other,1000,1,FALSE
4/12/2015 7:00,4/12/2015 3:00,Other,1000,1,FALSE
4/12/2015 8:00,4/12/2015 4:00,Other,1000,1,FALSE
4/12/2015 9:00,4/12/2015 5:00,Other,1000,1,FALSE
4/12/2015 10:00,4/12/2015 6:00,Other,1000,1,FALSE
4/12/2015 11:00,4/12/2015 7:00,Other,1000,1,FALSE
4/12/2015 12:00,4/12/2015 8:00,Other,1000,1,FALSE
4/12/2015 13:00,4/12/2015 9:00,Other,1000,1,FALSE
4/12/2015 14:00,4/12/2015 10:00,Other,1000,1,FALSE
4/12/2015 15:00,4/12/2015 11:00,Other,1000,1,FALSE
4/12/2015 16:00,4/12/2015 12:00,Other,1000,1,FALSE
4/12/2015 17:00,4/12/2015 13:00,Other,1000,1,FALSE
4/12/2015 18:00,4/12/2015 14:00,Other,1000,1,FALSE
4/12/2015 19:00,4/12/2015 15:00,Other,1000,1,FALSE
4/12/2015 20:00,4/12/2015 16:00,Other,1000,1,FALSE
4/12/2015 21:00,4/12/2015 17:00,Other,1000,1,FALSE
4/12/2015 22:00,4/12/2015 18:00,Other,1000,1,FALSE
4/12/2015 23:00,4/12/2015 19:00,Other,1000,1,FALSE
4/13/2015 0:00,4/12/2015 20:00,Other,1000,1,FALSE
4/13/2015 1:00,4/12/2015 21:00,Other,1000,1,FALSE
4/13/2015 2:00,4/12/2015 22:00,Other,1000,1,FALSE
4/13/2015 3:00,4/12/2015 23:00,Other,1000,1,FALSE
4/13/2015 4:00,4/13/2015 0:00,Other,1000,1,FALSE
4/13/2015 5:00,4/13/2015 1:00,Other,1000,1,FALSE
4/13/2015 6:00,4/13/2015 2:00,Other,1000,1,FALSE
4/13/2015 7:00,4/13/2015 3:00,Other,1000,1,FALSE
4/13/2015 8:00,4/13/2015 4:00,Other,1000,1,FALSE
4/13/2015 9:00,4/13/2015 5:00,Other,1000,1,FALSE
4/13/2015 10:00,4/13/2015 6:00,Other,1000,1,FALSE
4/13/2015 11:00,4/13/2015 7:00,Other,1000,1,FALSE
4/13/2015 12:00,4/13/2015 8:00,Other,1000,1,FALSE
4/13/2015 13:00,4/13/2015 9:00,Other,1000,1,FALSE
4/13/2015 14:00,4/13/2015 10:00,Other,1000,1,FALSE
4/13/2015 15:00,4/13/2015 11:00,Other,1000,1,FALSE
4/13/2015 16:00,4/13/2015 12:00,Other,1000,1,FALSE
4/13/2015 17:00,4/13/2015 13:00,Other,1000,1,FALSE
4/13/2015 18:00,4/13/2015 14:00,Other,1000,1,FALSE
4/13/2015 19:00,4/13/2015 15:00,Other,1000,1,FALSE
4/13/2015 20:00,4/13/2015 16:00,Other,1000,1,FALSE
4/13/2015 21:00,4/13/2015 17:00,Other,1000,1,FALSE
4/13/2015 22:00,4/13/2015 18:00,Other,1000,1,FALSE
4/13/2015 23:00,4/13/2015 19:00,Other,1000,1,FALSE
4/14/2015 0:00,4/13/2015 20:00,Other,1000,1,FALSE
4/14/2015 1:00,4/13/2015 21:00,Other,1000,1,FALSE
4/14/2015 2:00,4/13/2015 22:00,Other,1000,1,FALSE
4/14/2015 3:00,4/13/2015 23:00,Other,1000,1,FALSE
4/14/2015 4:00,4/14/2015 0:00,Other,1000,1,FALSE
4/14/2015 5:00,4/14/2015 1:00,Other,1000,1,FALSE
4/14/2015 6:00,4/14/2015 2:00,Other,1000,1,FALSE
4/14/2015 7:00,4/14/2015 3:00,Other,1000,1,FALSE
4/14/2015 8:00,4/14/2015 4:00,Other,1000,1,FALSE
4/14/2015 9:00,4/14/2015 5:00,Other,1000,1,FALSE
4/14/2015 10:00,4/14/2015 6:00,Other,1000,1,FALSE
4/14/2015 11:00,4/14/2015 7:00,Other,1000,1,FALSE
4/14/2015 12:00,4/14/2015 8:00,Other,1000,1,FALSE
4/14/2015 13:00,4/14/2015 9:00,Other,1000,1,FALSE
4/14/2015 14:00,4/14/2015 10:00,Other,1000,1,FALSE
4/14/2015 15:00,4/14/2015 11:00,Other,1000,1,FALSE
4/14/2015 16:00,4/14/2015 12:00,Other,1000,1,FALSE
4/14/2015 17:00,4/14/2015 13:00,Other,1000,1,FALSE
4/14/2015 18:00,4/14/2015 14:00,Other,1000,1,FALSE
4/14/2015 19:00,4/14/2015 15:00,Other,1000,1,FALSE
4/14/2015 20:00,4/14/2015 16:00,Other,1000,1,FALSE
4/14/2015 21:00,4/14/2015 17:00,Other,1000,1,FALSE
4/14/2015 22:00,4/14/2015 18:00,Other,1000,1,FALSE
4/14/2015 23:00,4/14/2015 19:00,Other,1000,1,FALSE
4/15/2015 0:00,4/14/2015 20:00,Other,1000,1,FALSE
4/15/2015 1:00,4/14/2015 21:00,Other,1000,1,FALSE
4/15/2015 2:00,4/14/2015 22:00,Other,1000,1,FALSE
4/15/2015 3:00,4/14/2015 23:00,Other,1000,1,FALSE
4/15/2015 4:00,4/15/2015 0:00,Other,1000,1,FALSE
4/15/2015 5:00,4/15/2015 1:00,Other,1000,1,FALSE
4/15/2015 6:00,4/15/2015 2:00,Other,1000,1,FALSE
4/15/2015 7:00,4/15/2015 3:00,Other,1000,1,FALSE
4/15/2015 8:00,4/15/2015 4:00,Other,1000,1,FALSE
4/15/2015 9:00,4/15/2015 5:00,Other,1000,1,FALSE
4/15/2015 10:00,4/15/2015 6:00,Other,1000,1,FALSE
4/15/2015 11:00,4/15/2015 7:00,Other,1000,1,FALSE
4/15/2015 12:00,4/15/2015 8:00,Other,1000,1,FALSE
4/15/2015 13:00,4/15/2015 9:00,Other,1000,1,FALSE
4/15/2015 14:00,4/15/2015 10:00,Other,1000,1,FALSE
4/15/2015 15:00,4/15/2015 11:00,Other,1000,1,FALSE
4/15/2015 16:00,4/15/2015 12:00,Other,1000,1,FALSE
4/15/2015 17:00,4/15/2015 13:00,Other,1000,1,FALSE
4/15/2015 18:00,4/15/2015 14:00,Other,1000,1,FALSE
4/15/2015 19:00,4/15/2015 15:00,Other,1000,1,FALSE
4/15/2015 20:00,4/15/2015 16:00,Other,1000,1,FALSE
4/15/2015 21:00,4/15/2015 17:00,Other,1000,1,FALSE
4/15/2015 22:00,4/15/2015 18:00,Other,1000,1,FALSE
4/15/2015 23:00,4/15/2015 19:00,Other,1000,1,FALSE
4/16/2015 0:00,4/15/2015 20:00,Other,1000,1,FALSE
4/16/2015 1:00,4/15/2015 21:00,Other,1000,1,FALSE
4/16/2015 2:00,4/15/2015 22:00,Other,1000,1,FALSE
4/16/2015 3:00,4/15/2015 23:00,Other,1000,1,FALSE
4/16/2015 4:00,4/16/2015 0:00,Other,1000,1,FALSE
4/16/2015 5:00,4/16/2015 1:00,Other,1000,1,FALSE
4/16/2015 6:00,4/16/2015 2:00,Other,1000,1,FALSE
4/16/2015 7:00,4/16/2015 3:00,Other,1000,1,FALSE
4/16/2015 8:00,4/16/2015 4:00,Other,1000,1,FALSE
4/16/2015 9:00,4/16/2015 5:00,Other,1000,1,FALSE
4/16/2015 10:00,4/16/2015 6:00,Other,1000,1,FALSE
4/16/2015 11:00,4/16/2015 7:00,Other,1000,1,FALSE
4/16/2015 12:00,4/16/2015 8:00,Other,1000,1,FALSE
4/16/2015 13:00,4/16/2015 9:00,Other,1000,1,FALSE
4/16/2015 14:00,4/16/2015 10:00,Other,1000,1,FALSE
4/16/2015 15:00,4/16/2015 11:00,Other,1000,1,FALSE
4/16/2015 16:00,4/16/2015 12:00,Other,1000,1,FALSE
4/16/2015 17:00,4/16/2015 13:00,Other,1000,1,FALSE
4/16/2015 18:00,4/16/2015 14:00,Other,1000,1,FALSE
4/16/2015 19:00,4/16/2015 15:00,Other,1000,1,FALSE
4/16/2015 20:00,4/16/2015 16:00,Other,1000,1,FALSE
4/16/2015 21:00,4/16/2015 17:00,Other,1000,1,FALSE
4/16/2015 22:00,4/16/2015 18:00,Other,1000,1,FALSE
4/16/2015 23:00,4/16/2015 19:00,Other,1000,1,FALSE
4/17/2015 0:00,4/16/2015 20:00,Other,1000,1,FALSE
4/17/2015 1:00,4/16/2015 21:00,Other,1000,1,FALSE
4/17/2015 2:00,4/16/2015 22:00,Other,1000,1,FALSE
4/17/2015 3:00,4/16/2015 23:00,Other,1000,1,FALSE
4/17/2015 4:00,4/17/2015 0:00,Other,1000,1,FALSE
4/17/2015 5:00,4/17/2015 1:00,Other,1000,1,FALSE
4/17/2015 6:00,4/17/2015 2:00,Other,1000,1,FALSE
4/17/2015 7:00,4/17/2015 3:00,Other,1000,1,FALSE
4/17/2015 8:00,4/17/2015 4:00,Other,1000,1,FALSE
4/17/2015 9:00,4/17/2015 5:00,Other,1000,1,FALSE
4/17/2015 10:00,4/17/2015 6:00,Other,1000,1,FALSE
4/17/2015 11:00,4/17/2015 7:00,Other,1000,1,FALSE
4/17/2015 12:00,4/17/2015 8:00,Other,1000,1,FALSE
4/17/2015 13:00,4/17/2015 9:00,Other,1000,1,FALSE
4/17/2015 14:00,4/17/2015 10:00,Other,1000,1,FALSE
4/17/2015 15:00,4/17/2015 11:00,Other,1000,1,FALSE
4/17/2015 16:00,4/17/2015 12:00,Other,1000,1,FALSE
4/17/2015 17:00,4/17/2015 13:00,Other,1000,1,FALSE
4/17/2015 18:00,4/17/2015 14:00,Other,1000,1,FALSE
4/17/2015 19:00,4/17/2015 15:00,Other,1000,1,FALSE
4/17/2015 20:00,4/17/2015 16:00,Other,1000,1,FALSE
4/17/2015 21:00,4/17/2015 17:00,Other,1000,1,FALSE
4/17/2015 22:00,4/17/2015 18:00,Other,1000,1,FALSE
4/17/2015 23:00,4/17/2015 19:00,Other,1000,1,FALSE
4/18/2015 0:00,4/17/2015 20:00,Other,1000,1,FALSE
4/18/2015 1:00,4/17/2015 21:00,Other,1000,1,FALSE
4/18/2015 2:00,4/17/2015 22:00,Other,1000,1,FALSE
4/18/2015 3:00,4/17/2015 23:00,Other,1000,1,FALSE
4/18/2015 4:00,4/18/2015 0:00,Other,1000,1,FALSE
4/18/2015 5:00,4/18/2015 1:00,Other,1000,1,FALSE
4/18/2015 6:00,4/18/2015 2:00,Other,1000,1,FALSE
4/18/2015 7:00,4/18/2015 3:00,Other,1000,1,FALSE
4/18/2015 8:00,4/18/2015 4:00,Other,1000,1,FALSE
4/18/2015 9:00,4/18/2015 5:00,Other,1000,1,FALSE
4/18/2015 10:00,4/18/2015 6:00,Other,1000,1,FALSE
4/18/2015 11:00,4/18/2015 7:00,Other,1000,1,FALSE
4/18/2015 12:00,4/18/2015 8:00,Other,1000,1,FALSE
4/18/2015 13:00,4/18/2015 9:00,Other,1000,1,FALSE
4/18/2015 14:00,4/18/2015 10:00,Other,1000,1,FALSE
4/18/2015 15:00,4/18/2015 11:00,Other,1000,1,FALSE
4/18/2015 16:00,4/18/2015 12:00,Other,1000,1,FALSE
4/18/2015 17:00,4/18/2015 13:00,Other,1000,1,FALSE
4/18/2015 18:00,4/18/2015 14:00,Other,1000,1,FALSE
4/18/2015 19:00,4/18/2015 15:00,Other,1000,1,FALSE
4/18/2015 20:00,4/18/2015 16:00,Other,1000,1,FALSE
4/18/2015 21:00,4/18/2015 17:00,Other,1000,1,FALSE
4/18/2015 22:00,4/18/2015 18:00,Other,1000,1,FALSE
4/18/2015 23:00,4/18/2015 19:00,Other,1000,1,FALSE
4/19/2015 0:00,4/18/2015 20:00,Other,1000,1,FALSE
4/19/2015 1:00,4/18/2015 21:00,Other,1000,1,FALSE
4/19/2015 2:00,4/18/2015 22:00,Other,1000,1,FALSE
4/19/2015 3:00,4/18/2015 23:00,Other,1000,1,FALSE
4/19/2015 4:00,4/19/2015 0:00,Other,1000,1,FALSE
4/19/2015 5:00,4/19/2015 1:00,Other,1000,1,FALSE
4/19/2015 6:00,4/19/2015 2:00,Other,1000,1,FALSE
4/19/2015 7:00,4/19/2015 3:00,Other,1000,1,FALSE
4/19/2015 8:00,4/19/2015 4:00,Other,1000,1,FALSE
4/19/2015 9:00,4/19/2015 5:00,Other,1000,1,FALSE
4/19/2015 10:00,4/19/2015 6:00,Other,1000,1,FALSE
4/19/2015 11:00,4/19/2015 7:00,Other,1000,1,FALSE
4/19/2015 12:00,4/19/2015 8:00,Other,1000,1,FALSE
4/19/2015 13:00,4/19/2015 9:00,Other,1000,1,FALSE
4/19/2015 14:00,4/19/2015 10:00,Other,1000,1,FALSE
4/19/2015 15:00,4/19/2015 11:00,Other,1000,1,FALSE
4/19/2015 16:00,4/19/2015 12:00,Other,1000,1,FALSE
4/19/2015 17:00,4/19/2015 13:00,Other,1000,1,FALSE
4/19/2015 18:00,4/19/2015 14:00,Other,1000,1,FALSE
4/19/2015 19:00,4/19/2015 15:00,Other,1000,1,FALSE
4/19/2015 20:00,4/19/2015 16:00,Other,1000,1,FALSE
4/19/2015 21:00,4/19/2015 17:00,Other,1000,1,FALSE
4/19/2015 22:00,4/19/2015 18:00,Other,1000,1,FALSE
4/19/2015 23:00,4/19/2015 19:00,Other,1000,1,FALSE
4/20/2015 0:00,4/19/2015 20:00,Other,1000,1,FALSE
4/20/2015 1:00,4/19/2015 21:00,Other,1000,1,FALSE
4/20/2015 2:00,4/19/2015 22:00,Other,1000,1,FALSE
4/20/2015 3:00,4/19/2015 23:00,Other,1000,1,FALSE
4/20/2015 4:00,4/20/2015 0:00,Other,1000,1,FALSE
4/20/2015 5:00,4/20/2015 1:00,Other,1000,1,FALSE
4/20/2015 6:00,4/20/2015 2:00,Other,1000,1,FALSE
4/20/2015 7:00,4/20/2015 3:00,Other,1000,1,FALSE
4/20/2015 8:00,4/20/2015 4:00,Other,1000,1,FALSE
4/20/2015 9:00,4/20/2015 5:00,Other,1000,1,FALSE
4/20/2015 10:00,4/20/2015 6:00,Other,1000,1,FALSE
4/20/2015 11:00,4/20/2015 7:00,Other,1000,1,FALSE
4/20/2015 12:00,4/20/2015 8:00,Other,1000,1,FALSE
4/20/2015 13:00,4/20/2015 9:00,Other,1000,1,FALSE
4/20/2015 14:00,4/20/2015 10:00,Other,1000,1,FALSE
4/20/2015 15:00,4/20/2015 11:00,Other,1000,1,FALSE
4/20/2015 16:00,4/20/2015 12:00,Other,1000,1,FALSE
4/20/2015 17:00,4/20/2015 13:00,Other,1000,1,FALSE
4/20/2015 18:00,4/20/2015 14:00,Other,1000,1,FALSE
4/20/2015 19:00,4/20/2015 15:00,Other,1000,1,FALSE
4/20/2015 20:00,4/20/2015 16:00,Other,1000,1,FALSE
4/20/2015 21:00,4/20/2015 17:00,Other,1000,1,FALSE
4/20/2015 22:00,4/20/2015 18:00,Other,1000,1,FALSE
4/20/2015 23:00,4/20/2015 19:00,Other,1000,1,FALSE
4/21/2015 0:00,4/20/2015 20:00,Other,1000,1,FALSE
4/21/2015 1:00,4/20/2015 21:00,Other,1000,1,FALSE
4/21/2015 2:00,4/20/2015 22:00,Other,1000,1,FALSE
4/21/2015 3:00,4/20/2015 23:00,Other,1000,1,FALSE
4/21/2015 4:00,4/21/2015 0:00,Other,1000,1,FALSE
4/21/2015 5:00,4/21/2015 1:00,Other,1000,1,FALSE
4/21/2015 6:00,4/21/2015 2:00,Other,1000,1,FALSE
4/21/2015 7:00,4/21/2015 3:00,Other,1000,1,FALSE
4/21/2015 8:00,4/21/2015 4:00,Other,1000,1,FALSE
4/21/2015 9:00,4/21/2015 5:00,Other,1000,1,FALSE
4/21/2015 10:00,4/21/2015 6:00,Other,1000,1,FALSE
4/21/2015 11:00,4/21/2015 7:00,Other,1000,1,FALSE
4/21/2015 12:00,4/21/2015 8:00,Other,1000,1,FALSE
4/21/2015 13:00,4/21/2015 9:00,Other,1000,1,FALSE
4/21/2015 14:00,4/21/2015 10:00,Other,1000,1,FALSE
4/21/2015 15:00,4/21/2015 11:00,Other,1000,1,FALSE
4/21/2015 16:00,4/21/2015 12:00,Other,1000,1,FALSE
4/21/2015 17:00,4/21/2015 13:00,Other,1000,1,FALSE
4/21/2015 18:00,4/21/2015 14:00,Other,1000,1,FALSE
4/21/2015 19:00,4/21/2015 15:00,Other,1000,1,FALSE
4/21/2015 20:00,4/21/2015 16:00,Other,1000,1,FALSE
4/21/2015 21:00,4/21/2015 17:00,Other,1000,1,FALSE
4/21/2015 22:00,4/21/2015 18:00,Other,1000,1,FALSE
4/21/2015 23:00,4/21/2015 19:00,Other,1000,1,FALSE
4/22/2015 0:00,4/21/2015 20:00,Other,1000,1,FALSE
4/22/2015 1:00,4/21/2015 21:00,Other,1000,1,FALSE
4/22/2015 2:00,4/21/2015 22:00,Other,1000,1,FALSE
4/22/2015 3:00,4/21/2015 23:00,Other,1000,1,FALSE
4/22/2015 4:00,4/22/2015 0:00,Other,1000,1,FALSE
